   1160      718        2
   519    361    360    339   1   2
   520    339    340    361   1   2
   521    363    362    341   1   2
   522    341    342    363   1   2
   523    342    343    363   1   2
   524    364    363    343   1   2
   525    365    364    343   1   2
   526    343    344    365   1   2
   527    344    345    365   1   2
   528    366    365    345   1   2
   529    367    366    345   1   2
   530    345    346    367   1   2
   531    346    347    367   1   2
   532    368    367    347   1   2
   533    369    368    347   1   2
   534    347    348    369   1   2
   535    348    349    369   1   2
   536    370    369    349   1   2
   537    371    370    349   1   2
   538    349    350    371   1   2
   539    350    351    371   1   2
   540    372    371    351   1   2
   541    373    372    351   1   2
   542    351    352    373   1   2
   543    352    353    373   1   2
   544    374    373    353   1   2
   545    375    374    353   1   2
   546    353    354    375   1   2
   547    354    355    375   1   2
   548    376    375    355   1   2
   549    377    376    355   1   2
   550    355    356    377   1   2
   551    356    357    377   1   2
   552    378    377    357   1   2
   553    379    378    357   1   2
   554    357    358    379   1   2
   555    358    359    379   1   2
   556    380    379    359   1   2
   557    381    380    359   1   2
   558    359    360    381   1   2
   559    360    361    381   1   2
   560    382    381    361   1   2
   561    362    363    383   1   2
   562    384    383    363   1   2
   563    385    384    363   1   2
   564    363    364    385   1   2
   565    364    365    385   1   2
   566    386    385    365   1   2
   567    387    386    365   1   2
   568    365    366    387   1   2
   569    366    367    387   1   2
   570    388    387    367   1   2
   571    389    388    367   1   2
   572    367    368    389   1   2
   573    368    369    389   1   2
   574    390    389    369   1   2
   575    391    390    369   1   2
   576    369    370    391   1   2
   577    370    371    391   1   2
   578    392    391    371   1   2
   579    393    392    371   1   2
   580    371    372    393   1   2
   581    372    373    393   1   2
   582    394    393    373   1   2
   583    395    394    373   1   2
   584    373    374    395   1   2
   585    374    375    395   1   2
   586    396    395    375   1   2
   587    397    396    375   1   2
   588    375    376    397   1   2
   589    376    377    397   1   2
   590    398    397    377   1   2
   591    399    398    377   1   2
   592    377    378    399   1   2
   593    378    379    399   1   2
   594    400    399    379   1   2
   595    401    400    379   1   2
   596    379    380    401   1   2
   597    380    381    401   1   2
   598    402    401    381   1   2
   599    403    402    381   1   2
   600    381    382    403   1   2
   601    405    404    383   1   2
   602    383    384    405   1   2
   603    384    385    405   1   2
   604    406    405    385   1   2
   605    407    406    385   1   2
   606    385    386    407   1   2
   607    386    387    407   1   2
   608    408    407    387   1   2
   609    409    408    387   1   2
   610    387    388    409   1   2
   611    388    389    409   1   2
   612    410    409    389   1   2
   613    411    410    389   1   2
   614    389    390    411   1   2
   615    390    391    411   1   2
   616    412    411    391   1   2
   617    413    412    391   1   2
   618    391    392    413   1   2
   619    392    393    413   1   2
   620    414    413    393   1   2
   621    415    414    393   1   2
   622    393    394    415   1   2
   623    394    395    415   1   2
   624    416    415    395   1   2
   625    417    416    395   1   2
   626    395    396    417   1   2
   627    396    397    417   1   2
   628    418    417    397   1   2
   629    419    418    397   1   2
   630    397    398    419   1   2
   631    398    399    419   1   2
   632    420    419    399   1   2
   633    421    420    399   1   2
   634    399    400    421   1   2
   635    400    401    421   1   2
   636    422    421    401   1   2
   637    423    422    401   1   2
   638    401    402    423   1   2
   639    402    403    423   1   2
   640    424    423    403   1   2
   641    404    405    425   1   2
   642    426    425    405   1   2
   643    427    426    405   1   2
   644    405    406    427   1   2
   645    406    407    427   1   2
   646    428    427    407   1   2
   647    429    428    407   1   2
   648    407    408    429   1   2
   649    408    409    429   1   2
   650    430    429    409   1   2
   651    431    430    409   1   2
   652    409    410    431   1   2
   653    410    411    431   1   2
   654    432    431    411   1   2
   655    433    432    411   1   2
   656    411    412    433   1   2
   657    412    413    433   1   2
   658    434    433    413   1   2
   659    435    434    413   1   2
   660    413    414    435   1   2
   661    414    415    435   1   2
   662    436    435    415   1   2
   663    437    436    415   1   2
   664    415    416    437   1   2
   665    416    417    437   1   2
   666    438    437    417   1   2
   667    439    438    417   1   2
   668    417    418    439   1   2
   669    418    419    439   1   2
   670    440    439    419   1   2
   671    441    440    419   1   2
   672    419    420    441   1   2
   673    420    421    441   1   2
   674    442    441    421   1   2
   675    443    442    421   1   2
   676    421    422    443   1   2
   677    422    423    443   1   2
   678    444    443    423   1   2
   679    445    444    423   1   2
   680    423    424    445   1   2
   681    447    446    425   1   2
   682    425    426    447   1   2
   683    426    427    447   1   2
   684    448    447    427   1   2
   685    449    448    427   1   2
   686    427    428    449   1   2
   687    428    429    449   1   2
